ID,Código,Título / archivo,Tipo,Departamento / proceso,Ruta relativa,Revisión actual,Revisión objetivo,Estado documental,Aplicabilidad,Cláusulas relacionadas,Responsable,Aprobador,Fecha última revisión,Próxima revisión,Retención,Medio,Observaciones,SHA-256
600,MC-01,MC-01_B_Manual_de_Calidad_DADA_RUEDAS.pdf,PDF / evidencia,Ruedas,Ruedas/En vigor/Auditorias/2024/IATF/2022/MC-01_B_Manual_de_Calidad_DADA_RUEDAS.pdf,B,C,Registro/evidencia — conservar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2022-12-21,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,2ae5738833d1e721f13be170e52c49d4fa5e548b53788e4e57d209cb99c2be8d
601,RD-001,RD-001_B_Revision_por_la_Dirección_RUEDAS_2020 (1).docx,Documento Word,Ruedas,Ruedas/En vigor/Auditorias/2024/IATF/2022/RD-001_B_Revision_por_la_Dirección_RUEDAS_2020 (1).docx,B,C,Vigente — validar contenido y aprobar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2022-12-21,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,9b92521ec6aa8b25adafedc6fc7daa2892e43f027735b863f259ec2302068e76
602,RD-001,RD-001_B_Revision_por_la_Dirección_RUEDAS_2020 (1).pdf,PDF / evidencia,Ruedas,Ruedas/En vigor/Auditorias/2024/IATF/2022/RD-001_B_Revision_por_la_Dirección_RUEDAS_2020 (1).pdf,B,C,Registro/evidencia — conservar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2022-12-21,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,e85e33fda0ad05ff51ed3ef61bbaee9d621a04057fa8f9d4d899975e15465d71
603,RESPUEST,Respuestas auditoria 2021.pdf,PDF / evidencia,Ruedas,Ruedas/En vigor/Auditorias/2024/IATF/2022/Respuestas auditoria 2021.pdf,,A,Registro/evidencia — conservar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2022-12-21,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,5a8fdfb4177df2292144d0dea88d41b2a5f494aa73f420c401e1c31e35b5ceee
604,WHATSAPP,WhatsApp Image 2022-12-21 at 12.39.48.jpeg,JPEG,Ruedas,Ruedas/En vigor/Auditorias/2024/IATF/2022/WhatsApp Image 2022-12-21 at 12.39.48.jpeg,,A,Registro/evidencia — conservar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2022-12-21,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,f93bceef95904896a50db5c9261fb4395d1bbf82ade2ce6d39049c6a7a87c8cb
605,,17.Feb.23-NcManagement-092891-TS-M06998-0641_21-29.Dec.2022-30.Dec.2022.pdf,PDF / evidencia,Ruedas,Ruedas/En vigor/Auditorias/2024/IATF/2023/17.Feb.23-NcManagement-092891-TS-M06998-0641_21-29.Dec.2022-30.Dec.2022.pdf,,A,Registro/evidencia — conservar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2023-11-23,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,3c780bd770ff6642cc8dab572a7b62448fd7b1d9d8f83ccf55a0ff847fa16bdc
606,CSR,CSR AITF 16949 Oct 2023.pdf,PDF / evidencia,Ruedas,Ruedas/En vigor/Auditorias/2024/IATF/2023/CSR AITF 16949 Oct 2023.pdf,,A,Registro/evidencia — conservar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2023-11-23,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,b8a03129b29469e48dffe50a5379a659c247143b98cb15e98652464eed87678b
607,COMMONRE,CommonReport-W00148C-202311231232(1).pdf,PDF / evidencia,Ruedas,Ruedas/En vigor/Auditorias/2024/IATF/2023/CommonReport-W00148C-202311231232(1).pdf,,A,Registro/evidencia — conservar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2023-11-23,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,3e3509cba85d6263239f59f3377beb2f0e13f8431f8160b64d20cbcc37d93f67
608,CONTEXTO,Contexto y partes interesadas.xlsx,Planilla Excel,Ruedas,Ruedas/En vigor/Auditorias/2024/IATF/2023/Contexto y partes interesadas.xlsx,Y,Z,Vigente — validar contenido y aprobar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2023-11-23,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,b303d25082be1b85573aa932cd4214a645cb15713336647d5c69ec16b018c787
609,COPIA,Copia de Indicadores Logistica 2023.pdf,PDF / evidencia,Ruedas,Ruedas/En vigor/Auditorias/2024/IATF/2023/Copia de Indicadores Logistica 2023.pdf,,A,Registro/evidencia — conservar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2023-11-23,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,fc372d9805cba6ccb8dd9deb6513fc4cd00939a546b69c7e2aaa536267701a2e
610,FG-09,FG-09 B informe auditoria interna Ruedas.docx,Documento Word,Ruedas,Ruedas/En vigor/Auditorias/2024/IATF/2023/FG-09 B informe auditoria interna Ruedas.docx,B,C,Vigente — validar contenido y aprobar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2023-11-24,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,cffb0ee75f15b1bda964a7f013e33d68823ef8e5d2342ef77b5d92423f2f58b4
611,FG-09,FG-09 B informe auditoria interna Ruedas.pdf,PDF / evidencia,Ruedas,Ruedas/En vigor/Auditorias/2024/IATF/2023/FG-09 B informe auditoria interna Ruedas.pdf,B,C,Registro/evidencia — conservar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2023-11-24,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,71e0398468806c8efaac8c9244ce1331e02175b2804352f4ec439fe812fc8180
612,INDICADO,Indicador portal.pdf,PDF / evidencia,Ruedas,Ruedas/En vigor/Auditorias/2024/IATF/2023/Indicador portal.pdf,,A,Registro/evidencia — conservar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2023-11-23,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,9424112a9cc36cafae3b720229bb1a96dd12818ffd4256d47c71f38c91c52141
613,MC-01,MC-01_B_Manual_de_Calidad_DADA_RUEDAS.DOCX,Documento Word,Ruedas,Ruedas/En vigor/Auditorias/2024/IATF/2023/MC-01_B_Manual_de_Calidad_DADA_RUEDAS.DOCX,B,C,Vigente — validar contenido y aprobar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2022-12-21,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,283e3a2a0ae1236292a839754d1c2d52ed8cd1fabb941c7cda004516024515a1
614,MC-01,MC-01_B_Manual_de_Calidad_DADA_RUEDAS.pdf,PDF / evidencia,Ruedas,Ruedas/En vigor/Auditorias/2024/IATF/2023/MC-01_B_Manual_de_Calidad_DADA_RUEDAS.pdf,B,C,Registro/evidencia — conservar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2022-12-21,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,2ae5738833d1e721f13be170e52c49d4fa5e548b53788e4e57d209cb99c2be8d
615,MP-RUE-01,MP-RUE-01_Mapa_de_procesos.pdf,PDF / evidencia,Ruedas,Ruedas/En vigor/Auditorias/2024/IATF/2023/MP-RUE-01_Mapa_de_procesos.pdf,,A,Registro/evidencia — conservar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2023-11-23,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,637f94f4c156f54455831ee40a5c594f029afa238ba6317ef37ea7bc2f50b9aa
616,RD-001,RD-001_B_Revision_por_la_Dirección_RUEDAS_2023.docx,Documento Word,Ruedas,Ruedas/En vigor/Auditorias/2024/IATF/2023/RD-001_B_Revision_por_la_Dirección_RUEDAS_2023.docx,B,C,Vigente — validar contenido y aprobar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2023-11-24,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,55570f4cb63f41e37cab99fe8c8b363d1d6bb2ee8f75f8f671eb317c8b2d8cce
617,RD-001,RD-001_B_Revision_por_la_Dirección_RUEDAS_2023.pdf,PDF / evidencia,Ruedas,Ruedas/En vigor/Auditorias/2024/IATF/2023/RD-001_B_Revision_por_la_Dirección_RUEDAS_2023.pdf,B,C,Registro/evidencia — conservar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2023-11-24,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,05902b8f3b68452f7d80074508a7580810f2f9ca2929501e96a785a404185adb
618,SQP,SQP.pdf,PDF / evidencia,Ruedas,Ruedas/En vigor/Auditorias/2024/IATF/2023/SQP.pdf,,A,Registro/evidencia — conservar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2023-11-23,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,b3c6b82c7bac9c630078b2f896fff079da497c3ab2635d5b8146354938cb5b0c
619,THUMBS,Thumbs.db,DB,Ruedas,Ruedas/En vigor/Auditorias/2024/IATF/2023/Thumbs.db,,A,Registro/evidencia — conservar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2025-11-17,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,e785e5fc48bc78b7dcf243d51d74eb16b6a99be941762ee9db412dfb4037577d
620,IMQ,IMQ_v2024_W00148C_20241111-0939.pdf,PDF / evidencia,Ruedas,Ruedas/En vigor/Auditorias/2024/IMQ_v2024_W00148C_20241111-0939.pdf,,A,Registro/evidencia — conservar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2024-11-11,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,4dca88ddc51294ebfb044d6984d39d6365261a9a622e88e6a084fdfbc4216dc5
621,IMQ,IMQ_v2024_W00148C_20241111-0939.xlsx,Planilla Excel,Ruedas,Ruedas/En vigor/Auditorias/2024/IMQ_v2024_W00148C_20241111-0939.xlsx,,A,Vigente — validar contenido y aprobar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2024-11-11,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,9058bedba82468079653a1d42b9f5167ab02f07a4af38fa05e2ef49aa7261b63
622,INDICADO,Indicadores Logistica 2024.xls,Planilla Excel legado,Ruedas,Ruedas/En vigor/Auditorias/2024/Indicadores Logistica 2024.xls,,A,Vigente — validar contenido y aprobar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2024-11-11,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,6fdab822c7ff60e8a19ad1e4880d97f1ea26793727287cd3f231eabe9d343607
623,MC-01,MC-01_D_Manual_de_Calidad_DADA_RUEDAS.DOCX,Documento Word,Ruedas,Ruedas/En vigor/Auditorias/2024/MC-01_D_Manual_de_Calidad_DADA_RUEDAS.DOCX,D,E,Vigente — validar contenido y aprobar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2024-10-28,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,51cfefb6d7b73a265450902da2351a73d89883480e90a7c5c22b2da02b31824b
624,MC-01,MC-01_D_Manual_de_Calidad_DADA_RUEDAS.pdf,PDF / evidencia,Ruedas,Ruedas/En vigor/Auditorias/2024/MC-01_D_Manual_de_Calidad_DADA_RUEDAS.pdf,D,E,Registro/evidencia — conservar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2024-10-30,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,f07ee7207cd6afc35ea68675386b601ef4c53fc4fbe36c5617dfab5acff87259
625,MP-RUE-01,MP-RUE-01_Mapa_de_procesos.pdf,PDF / evidencia,Ruedas,Ruedas/En vigor/Auditorias/2024/MP-RUE-01_Mapa_de_procesos.pdf,,A,Registro/evidencia — conservar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2024-11-11,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,2a0aa326f319fb54b7ce4b2df9a64f68be3dbbc22ae06740cc44e9ccff974ad7
626,P-SG-18,P-SG-18.E_Anexo_2_Plan_de_Capacitación.xls,Planilla Excel legado,Ruedas,Ruedas/En vigor/Auditorias/2024/P-SG-18.E_Anexo_2_Plan_de_Capacitación.xls,P,Q,Vigente — validar contenido y aprobar,Sistema KIMI,7.1.2; 7.2; 7.3 / IATF 7.2.1–7.3.2,A definir por dueño de proceso,Dirección / autoridad designada,2024-11-15,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,27061f052e8299f478bc2f6f31259082918fa7980caf8481dd3069aa9a6d09c3
627,PG-15,PG-15 A Actividades_de_calidad .xlsx,Planilla Excel,Ruedas,Ruedas/En vigor/Auditorias/2024/PG-15 A Actividades_de_calidad .xlsx,A,B,Vigente — validar contenido y aprobar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2024-11-19,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,46281a7956823d12f07e8c58e4fc9dbab704e9790871a2e06da3d8273a8e9ced
628,PG-15,PG-15_A_actividades_de_calidad.xlsx,Planilla Excel,Ruedas,Ruedas/En vigor/Auditorias/2024/PG-15_A_actividades_de_calidad.xlsx,A,B,Vigente — validar contenido y aprobar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2024-10-17,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,7176ca37119285c839e6f3f209df2df88593482a0384ec314945420f0d70cd97
629,RD-001,RD-001 B Revision por la Dirección RUEDAS 2024.docx,Documento Word,Ruedas,Ruedas/En vigor/Auditorias/2024/RD-001 B Revision por la Dirección RUEDAS 2024.docx,B,C,Vigente — validar contenido y aprobar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2024-11-11,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,2b4fe54006fa0de6c3e75c1517b4f0c4ea15cd1d41da21da934d0860fb1e2997
630,RD-001,RD-001 B Revision por la Dirección RUEDAS 2024.pdf,PDF / evidencia,Ruedas,Ruedas/En vigor/Auditorias/2024/RD-001 B Revision por la Dirección RUEDAS 2024.pdf,B,C,Registro/evidencia — conservar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2024-11-11,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,7d7229121fc2d3d0f3bf834636c71e08e3978c0997e3af8426a3b1bfd624acd1
631,RD-001,RD-001 C  Formato Revision por la Dirección RUEDAS 2024.docx,Documento Word,Ruedas,Ruedas/En vigor/Auditorias/2024/RD-001 C  Formato Revision por la Dirección RUEDAS 2024.docx,C,D,Vigente — validar contenido y aprobar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2024-12-02,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,a6b5a4cea6683ccf537f8f56e8104c9a48ba451ba7d9fd7d1f4ca502a4364871
632,RD-001,RD-001 C  Revision por la Dirección RUEDAS 2024.docx,Documento Word,Ruedas,Ruedas/En vigor/Auditorias/2024/RD-001 C  Revision por la Dirección RUEDAS 2024.docx,C,D,Vigente — validar contenido y aprobar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2024-12-02,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,6c7cf87e89a92d8c4dadf04739dca7784620eb7f10a27e5adb729d62b3799960
633,,02.Dec.24-NcManagement-105750-TS-M06998-0766_24-19.Nov.2024-21.Nov.2024.json,JSON,Ruedas,Ruedas/En vigor/Auditorias/2024/Respuestas 2024/02.Dec.24-NcManagement-105750-TS-M06998-0766_24-19.Nov.2024-21.Nov.2024.json,,A,Registro/evidencia — conservar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2024-12-02,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,d7fb8a2f0dfe22435d1300091d5e6289cfb3448016b9675f8933a8db1f871d41
634,,02.Dec.24-NcManagement-105750-TS-M06998-0766_24-19.Nov.2024-21.Nov.2024.pdf,PDF / evidencia,Ruedas,Ruedas/En vigor/Auditorias/2024/Respuestas 2024/02.Dec.24-NcManagement-105750-TS-M06998-0766_24-19.Nov.2024-21.Nov.2024.pdf,,A,Registro/evidencia — conservar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2024-12-02,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,fab2e33d5308bae0503283b03b82cdb2cea024723fb5440b4a54f0bc8c710039
635,,02.Dec.24-NcManagement-105750-TS-M06998-0766_24-19.Nov.2024-21.Nov.2024.rar,RAR,Ruedas,Ruedas/En vigor/Auditorias/2024/Respuestas 2024/02.Dec.24-NcManagement-105750-TS-M06998-0766_24-19.Nov.2024-21.Nov.2024.rar,,A,Registro/evidencia — conservar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2024-12-02,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,dc283ed7483651d91f5daf108e034213137299bc7a2d9a72bda1cc146ca8aed1
636,,25.docx,Documento Word,Ruedas,Ruedas/En vigor/Auditorias/2024/Respuestas 2024/1/25.docx,,A,Vigente — validar contenido y aprobar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2024-11-25,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,6435ad62ea591e15a3e3a06152d8b3cdb1c05db635d16e9ba090e6f985e4ac5e
637,ANALISIS,Analisis y resolución de problemas 8D.pdf,PDF / evidencia,Ruedas,Ruedas/En vigor/Auditorias/2024/Respuestas 2024/1/Analisis y resolución de problemas 8D.pdf,Y,Z,Registro/evidencia — conservar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2024-12-02,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,8370e3c050b2217ff1f8dca0a75c90fa01df89076d90d23319e0ff741db6a51d
638,ANALISIS,Analisis y resolución de problemas 8D.xls,Planilla Excel legado,Ruedas,Ruedas/En vigor/Auditorias/2024/Respuestas 2024/1/Analisis y resolución de problemas 8D.xls,Y,Z,Vigente — validar contenido y aprobar,Sistema KIMI,9.2 / IATF 9.2.2.1–9.2.2.4,A definir por dueño de proceso,Dirección / autoridad designada,2024-11-29,2027-08-19,Según requisito legal/cliente; mínimo 3 años si no se define otro plazo,Digital,Pendiente de aprobación organizacional,a5bee49e4c1cdd3ea81e0c45d913ac3979a0c44fc70ca929acac18d89e0b3247
